SUBCAT,DESCRICAO
J051,Epiglotite aguda
J060,Laringofaringite aguda
J068,Outras infeccoes agudas das vias aereas superiores de localizacoes multiplas
J069,Infeccao aguda das vias aereas superiores nao especificada
J09,Influenza gripe devida a virus identificado da gripe aviaria
J100,Influenza com pneumonia devida a outro virus da influenza gripe identificado
J101,Influenza com outras manifestacoes respiratorias devida a outro virus da influenza gripe identificado
J108,Influenza com outras manifestacoes devida a outro virus da influenza gripe identificado
J110,Influenza gripe com pneumonia devida a virus nao identificado
J111,Influenza gripe com outras manifestacoes respiratorias devida a virus nao identificado
J118,Influenza gripe com outras manifestacoes devida a virus nao identificado
J120,Pneumonia devida a adenovirus
J121,Pneumonia devida a virus respiratorio sincicial
J122,Pneumonia devida a parainfluenza
J128,Outras pneumonias virais
J129,Pneumonia viral nao especificada
J13,Pneumonia devida a Streptococcus pneumoniae
J14,Pneumonia devida a Haemophilus infuenzae
J150,Pneumonia devida a Klebsiella pneumoniae
J151,Pneumonia devida a Pseudomonas
J152,Pneumonia devida a Staphylococcus
J153,Pneumonia devida a Streptococcus do grupo B
J154,Pneumonia devida a outros estreptococos
J155,Pneumonia devida a Escherichia coli
J156,Pneumonia devida a outras bacterias aerobicas gramnegativas
J157,Pneumonia devida a Mycoplasma pneumoniae
J158,Outras pneumonias bacterianas
J159,Pneumonia bacteriana nao especificada
J160,Pneumonia devida a clamidias
J168,Pneumonia devida a outros microorganismos infecciosos especificados
J170,Pneumonia em doencas bacterianas classificadas em outra parte
J171,Pneumonia em doencas virais classificadas em outra parte
J172,Pneumonia em micoses classificadas em outra parte
J173,Pneumonia em doencas parasitarias classificadas em outra parte
J178,Pneumonia em outras doencas classificadas em outra parte
J180,Broncopneumonia nao especificada
J181,Pneumonia lobar nao especificada
J182,Pneumonia hipostatica nao especificada
J188,Outras pneumonias devidas a microorganismos nao especificados
J189,Pneumonia nao especificada
J200,Bronquite aguda devida a Mycoplasma pneumoniae
J201,Bronquite aguda devida a Haemophilus influenzae
J202,Bronquite aguda devida a estreptococos
J203,Bronquite aguda devida a virus Coxsackie
J204,Bronquite aguda devida a virus parainfluenza
J205,Bronquite aguda devida a virus sincicial respiratorio
J206,Bronquite aguda devida a rinovirus
J207,Bronquite aguda devida a echovirus
J208,Bronquite aguda devida a outros microorganismos especificados
J209,Bronquite aguda nao especificada
J210,Bronquiolite aguda devida a virus sincicial respiratorio
J218,Bronquiolite aguda devida a outros microorganismos especificados
J219,Bronquite aguda nao especificada
J22,Infeccoes agudas nao especificada das vias aereas inferiores
J300,Rinite vasomotora
J301,Rinite alergica devida a polen
J302,Outras rinites alergicas sazonais
J303,Outras rinites alergicas
J304,Rinite alergica nao especificada
J310,Rinite cronica
J311,Nasofaringite cronica
J312,Faringite cronica
J320,Sinusite maxilar cronica
J321,Sinusite frontal cronica
J322,Sinusite etmoidal cronica
J323,Sinusite esfenoidal cronica
J324,Pansinusite cronica
J328,Outras sinusites cronicas
J329,Sinusite cronica nao especificada
J330,Polipo da cavidade nasal
J331,Degeneracao polipoide do seio paranasal
J338,Outros polipos do seio paranasal
J339,Polipo nasal nao especificado
J340,Abscesso furunculo e antraz do nariz
J341,Cisto e mucocele do nariz e do seio paranasal
J342,Desvio do septo nasal
J343,Hipertrofia dos cornetos nasais
J348,Outros transtornos especificados do nariz e dos seios paranasais
J350,Amigdalite cronica
J351,Hipertrofia das amigdalas
J352,Hipertrofia das adenoides
J353,Hipertrofia das amigdalas com hipertrofia das adenoides
J358,Outras doencas cronicas das amigdalas e das adenoides
J359,Doencas das amigdalas e das adenoides nao especificadas
J36,Abscesso periamigdaliano
J370,Laringite cronica
J371,Laringotraqueite cronica
J380,Paralisia das cordas vocais e da laringe
J381,Polipo das cordas vocais e da laringe
J382,Nodulos das cordas vocais
J383,Outras doencas das cordas vocais
J384,Edema da laringe
J385,Espasmo da laringe
J386,Estenose da laringe
J387,Outras doencas da laringe
J390,Abscesso retrofaringeo e parafaringeo
J391,Outros abscessos da faringe
J392,Outras doencas da faringe
J393,Reacao de hipersensibilidade das vias aereas superiores de localizacao nao especificada
J398,Outras doencas especificadas das vias aereas superiores
J399,Doenca nao especificada das vias aereas superiores
J40,Bronquite nao especificada como aguda ou cronica
J410,Bronquite cronica simples
J411,Bronquite cronica mucopurulenta
J418,Bronquite cronica mista simples e mucopurulenta
J42,Bronquite cronica nao especificada
J430,Sindrome de MacLeod
J431,Enfisema panlobular
J432,Enfisema centrolobular
J438,Outras formas de enfisema
J439,Enfisema nao especificado
J440,Doenca pulmonar obstrutiva cronica com infeccao respiratoria aguda do trato respiratorio inferior
J441,Doenca pulmonar obstrutiva cronica com exacerbacao aguda nao especificada
J448,Outras formas especificadas de doenca pulmonar obstrutiva cronica
J449,Doenca pulmonar obstrutiva cronica nao especificada
J450,Asma predominantemente alergica
J451,Asma naoalergica
J458,Asma mista
J459,Asma nao especificada
J46,Estado de mal asmatico
J47,Bronquectasia
J60,Pneumoconiose dos mineiros de carvao
J61,Pneumoconiose devida a amianto asbesto e outras fibras minerais
J620,Pneumoconiose devida a po de talco
J628,Pneumoconiose devida a outras poeiras que contenham silica
J630,Aluminose do pulmao
J631,Fibrose do pulmao causada por bauxita
J632,Beriliose
J633,Fibrose do pulmao causada por grafite
J634,Siderose
J635,Estanose
J638,Pneumoconiose devida a outras poeira inorganicas especificados
J64,Pneumoconiose nao especificada
J65,Pneumoconiose associada com tuberculose
J660,Bissinose
J661,Doenca dos cardadores de linho
J662,Canabinose
J668,Doencas das vias aereas devida a outras poeiras organicas especificas
J670,Pulmao de fazendeiro
J671,Bagacose
J672,Pulmao dos criadores de passaros
J673,Suberose
J674,Pulmao dos trabalhadores do malte
J675,Pulmao dos que trabalham com cogumelos
J676,Pulmao dos cortadores de casca do bordo
J677,Doenca pulmonar devida aos sistemas de ar condicionado e de umidificacao do ar
J678,Pneumonites de hipersensibilidade devidas a outras poeiras organicas
J679,Pneumonite de hipersensibilidade devida a poeira organica nao especificada
J680,Bronquite e pneumonite devida a produtos quimicos gases fumacas e vapores
J681,Edema pulmonar devido a produtos quimicos gases fumacas e vapores
J682,Inflamacao das vias aereas superiores devida a produtos quimicos gases fumacas e vapores nao classificada em outra parte
J683,Outras afeccoes respiratorias agudas e subagudas devidas a produtos quimicos gases fumacas e vapores
J684,Afeccoes respiratorias cronicas devidas a produtos quimicos gases fumacas e vapores
J688,Outras afeccoes respiratorias devida a produtos quimicos gases fumacas e vapores
J689,Afeccao respiratoria nao especificada devida a produtos quimicos gases fumaca e vapores
J690,Pneumonite devida a alimento ou vomito
J691,Pneumonite devida a oleos e essencias
J698,Pneumonite devida a outros solidos e liquidos
J700,Manifestacoes pulmonares agudas devidas a radiacao
J701,Manifestacoes pulmonares cronicas e outras devidas a radiacao
J702,Transtornos pulmonares intersticiais agudos induzidos por droga
J703,Transtornos pulmonares intersticiais cronicos induzidos por droga
J704,Transtornos pulmonar intersticial nao especificado induzido por droga
J708,Afeccoes respiratorias devidas a outros agentes externos especificados
J709,Afeccoes respiratorias devidas a agentes externos nao especificados
J80,Sindrome do desconforto respiratorio do adulto
J81,Edema pulmonar nao especificado de outra forma
J82,Eosinofilia pulmonar nao classificada em outra parte
J840,Afeccoes alveolares e parietoalveolares
J841,Outras doencas pulmonares intersticiais com fibrose
J848,Outras doencas pulmonares intersticiais especificadas
J849,Doenca pulmonar intersticial nao especificadas
J850,Gangrena e necrose do pulmao
J851,Abscesso do pulmao com pneumonia
J852,Abscesso do pulmao sem pneumonia
J853,Abscesso do mediastino
J860,Piotorax com fistula
J869,Piotorax sem fistula
J90,Derrame pleural nao classificado em outra parte
J91,Derrame pleural em afeccoes classificadas em outra parte
J920,Placas pleurais com presenca de amianto asbesto
J929,Placas pleurais sem presenca de amianto asbesto
J930,Pneumotorax de tensao espontaneo
J931,Outras formas de pneumotorax espontaneo
J938,Outros tipos de pneumotorax especificados
J939,Pneumotorax nao especificado
J940,Derrame quiloso ou quiliforme
J941,Fibrotorax
J942,Hemotorax
J948,Outras afeccoes pleurais especificadas
J949,Afeccao pleural nao especificada
J950,Mau funcionamento de traqueostomia
J951,Insuficiencia pulmonar aguda subsequente a cirurgia toracica
J952,Insuficiencia pulmonar aguda subsequente a cirurgia nao toracica
J953,Insuficiencia pulmonar cronica poscirurgica
J954,Sindrome de Mendelson
J955,Estenose subglotica posprocedimento
J958,Outros transtornos respiratorios posprocedimentos
J959,Transtornos respiratorios posprocedimentos nao especificados
J960,Insuficiencia respiratoria aguda
J961,Insuficiencia respiratoria cronica
J969,Insuficiencia respiratoria nao especificada
J980,Outras doencas dos bronquios nao classificadas em outra parte
J981,Colapso pulmonar
J982,Enfisema intersticial
J983,Enfisema compensatorio
J984,Outros transtornos pulmonares
J985,Doencas do mediastino nao classificadas em outra parte
J986,Transtornos do diafragma
J988,Outros transtornos respiratorios especificados
J989,Transtorno respiratorio nao especificados
J990,Doenca pulmonar reumatoide
J991,Transtornos respiratorios em outras doencas sistemicas do tecido conjuntivo classificadas em outra parte
J998,Transtornos respiratorios em outras doencas classificadas em outra parte
K000,Anodontia
K001,Dentes supranumerarios
K002,Anomalias do tamanho e da forma dos dentes
K003,Dentes manchados
K004,Disturbios na formacao dos dentes
K005,Anomalias hereditarias da estrutura dentaria nao classificadas em outra parte
K006,Disturbios da erupcao dentaria
K007,Sindrome da erupcao dentaria
K008,Outros disturbios do desenvolvimento dos dentes
K009,Disturbio nao especificado do desenvolvimento dentario
K010,Dentes inclusos
K011,Dentes impactados
K020,Caries limitadas ao esmalte
K021,Caries da dentina
K022,Carie do cemento
K023,Caries dentarias estaveis
K024,Odontoclasia
K028,Outras caries dentarias
K029,Carie dentaria sem outra especificacao
K030,Atrito dentario excessivo
K031,Abrasao dentaria
K032,Erosao dentaria
K033,Reabsorcao patologica dos dentes
K034,Hipercementose
K035,Ancilose dentaria
K036,Depositos nos dentes
K037,Alteracoes poseruptivas da cor dos tecidos duros dos dentes
K038,Outras doencas especificadas dos tecidos duros dos dentes
K039,Doenca dos tecidos duros dos dentes nao especificada
K040,Pulpite
K041,Necrose da polpa
K042,Degeneracao da polpa
K043,Formacao anormal de tecidos duros na polpa
K044,Periodontite apical aguda de origem pulpar
K045,Periodontite apical cronica
K046,Abscesso periapical com fistula
K047,Abscesso periapical sem fistula
K048,Cisto radicular
K049,Outras doencas da polpa e dos tecidos periapicais e as nao especificadas
K050,Gengivite aguda
K051,Gengivite cronica
K052,Periodontite aguda
K053,Periodontite cronica
K054,Periodontose
K055,Outras doencas periodontais
K056,Doenca periodontal sem outra especificacao
K060,Retracao gengival
K061,Hiperplasia gengival
K062,Lesoes da gengiva e do rebordo alveolar sem dentes associadas a traumatismos
K068,Outros transtornos especificados da gengiva e do rebordo alveolar sem dentes
K069,Transtorno da gengiva e do rebordo alveolar sem dentes sem outra especificacao
K070,Anomalias importantes major do tamanho da mandibula
K071,Anomalias da relacao entre a mandibula com a base do cranio
K072,Anomalias da relacao entre as arcadas dentarias
K073,Anomalias da posicao dos dentes
K074,Maloclusao nao especificada
K075,Anormalidades dentofaciais funcionais
K076,Transtornos da articulacao temporomandibular
K078,Outras anomalias dentofaciais
K079,Anomalia dentofacial sem outra especificacao
K080,Exfoliacao dos dentes devida a causas sistemicas
K081,Perda de dentes devida a acidente extracao ou a doencas periodontais localizadas
K082,Atrofia do rebordo alveolar sem dentes
K083,Raiz dentaria retida
K088,Outros transtornos especificados dos dentes e das estruturas de sustentacao
K089,Transtorno dos dentes e de suas estruturas de sustentacao sem outra especificacao
K090,Cistos odontogenicos de desenvolvimento
K091,Cistos de desenvolvimento naoodontogenicos da regiao bucal
K092,Outros cistos das mandibulas
K098,Outros cistos da regiao oral nao classificados em outra parte
K099,Cistos da regiao oral sem outras especificacoes
K100,Transtornos do desenvolvimento dos maxilares
K101,Granuloma central de celulas gigantes
K102,Afeccoes inflamatorias dos maxilares
K103,Alveolite maxilar
K108,Outras doencas especificadas dos maxilares
K109,Doenca dos maxilares sem outra especificacao
K110,Atrofia de glandula salivar
K111,Hipertrofia de glandula salivar
K112,Sialadenite
